pattern	0+	5+	10+	15+	20+	25+	30+	35+	40+	45+	50+	55+	60+
home_56400.0---leisure_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---leisure_3600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_56400.0---leisure_4800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---leisure_600.0	2	1	0	1	0	0	0	0	1	0	0	0	1
home_56400.0---other_1200.0	2	1	2	0	0	0	0	0	0	0	0	0	0
home_56400.0---other_1800.0	0	0	0	0	2	1	0	0	0	0	0	0	0
home_56400.0---other_19800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_56400.0---other_2400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_56400.0---other_4200.0	0	1	0	1	1	0	0	0	0	0	0	0	0
home_56400.0---other_600.0	0	1	2	2	1	1	0	1	0	0	1	0	0
home_56400.0---pt interaction	49	41	36	14	4	0	0	0	0	0	0	0	0
home_56400.0---shopping_16800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_56400.0---shopping_1800.0	1	0	1	0	0	0	0	0	0	0	0	1	0
home_56400.0---shopping_2400.0	0	0	0	0	0	0	0	0	1	1	1	0	0
home_56400.0---shopping_24600.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_56400.0---shopping_25200.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_56400.0---shopping_3600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---shopping_5400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_56400.0---shopping_600.0	3	4	2	2	0	1	1	1	0	0	0	0	0
home_56400.0---shopping_7800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_56400.0---work_12000.0	0	0	1	1	0	0	0	0	0	0	0	0	0
home_56400.0---work_12600.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_56400.0---work_13800.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_56400.0---work_17400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_1800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_56400.0---work_18000.0	0	0	0	1	0	0	0	0	0	0	0	0	1
home_56400.0---work_18600.0	0	0	0	0	0	1	1	0	0	1	0	0	0
home_56400.0---work_19200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_56400.0---work_22200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_56400.0---work_22800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_56400.0---work_23400.0	0	1	0	0	0	0	0	1	0	0	0	0	0
home_56400.0---work_2400.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_56400.0---work_24000.0	0	1	0	0	0	0	0	0	0	1	0	0	0
home_56400.0---work_24600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_25800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_56400.0---work_27000.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_56400.0---work_27600.0	0	0	1	0	1	0	0	0	0	0	0	0	1
home_56400.0---work_28800.0	0	0	0	0	0	0	0	0	0	0	0	1	0
home_56400.0---work_29400.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_56400.0---work_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_31200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_31800.0	0	0	0	0	1	0	1	0	0	0	0	0	0
home_56400.0---work_32400.0	0	0	0	0	0	0	0	0	0	0	0	1	1
home_56400.0---work_33000.0	0	0	0	0	0	0	0	2	1	0	0	0	0
home_56400.0---work_33600.0	0	0	0	1	0	1	0	0	1	0	0	0	0
home_56400.0---work_34200.0	0	0	0	0	1	0	2	2	2	0	0	0	1
home_56400.0---work_34800.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_56400.0---work_35400.0	0	0	1	0	2	2	0	1	1	0	0	0	0
home_56400.0---work_36000.0	0	0	0	0	0	0	2	0	0	0	2	1	0
home_56400.0---work_36600.0	0	0	1	0	1	0	1	0	0	0	0	0	0
home_56400.0---work_37200.0	1	2	0	2	2	0	0	0	0	0	0	0	0
home_56400.0---work_37800.0	1	2	3	2	1	1	0	0	0	0	0	0	0
home_56400.0---work_38400.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_56400.0---work_39000.0	0	0	0	0	2	0	0	0	0	0	0	0	0
home_56400.0---work_39600.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_56400.0---work_40200.0	1	2	3	0	1	0	0	0	0	0	0	0	0
home_56400.0---work_40800.0	0	2	1	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_56400.0---work_4800.0	0	0	0	0	1	0	0	0	0	0	0	1	0
home_56400.0---work_5400.0	0	0	1	0	0	0	0	1	0	0	0	0	1
home_56400.0---work_7200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_56400.0---work_7800.0	0	0	1	0	0	0	0	0	0	0	1	0	0
home_56400.0---work_8400.0	0	0	0	1	0	1	0	0	0	0	0	0	0
home_56400.0---work_9000.0	0	0	0	0	0	0	2	0	0	0	0	0	0
home_57000.0---car interaction	225	34	7	4	3	5	1	0	0	0	0	0	0
home_57000.0---leisure_10800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57000.0---leisure_1200.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_57000.0---leisure_15600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57000.0---leisure_17400.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_57000.0---leisure_1800.0	1	0	1	0	0	0	0	0	1	0	0	0	0
home_57000.0---leisure_29400.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57000.0---leisure_4200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57000.0---leisure_600.0	3	0	1	2	0	0	1	1	0	0	0	0	0
home_57000.0---leisure_6600.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_57000.0---other_10200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57000.0---other_1200.0	0	0	3	0	1	0	0	0	0	0	0	0	0
home_57000.0---other_1800.0	2	1	0	1	0	0	0	0	0	0	0	0	1
home_57000.0---other_2400.0	0	0	1	1	0	0	0	0	0	0	0	0	1
home_57000.0---other_600.0	1	1	2	2	2	1	1	0	0	0	0	0	0
home_57000.0---other_6600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57000.0---pt interaction	52	53	32	14	6	0	0	0	0	0	0	0	0
home_57000.0---shopping_1200.0	0	1	1	0	0	2	0	0	0	0	0	0	0
home_57000.0---shopping_1800.0	0	1	0	0	1	0	0	0	0	0	0	1	0
home_57000.0---shopping_3000.0	1	1	0	0	0	0	0	0	1	0	0	0	0
home_57000.0---shopping_5400.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_57000.0---shopping_600.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_57000.0---shopping_6000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_10200.0	0	0	0	0	0	2	0	0	0	0	0	0	0
home_57000.0---work_11400.0	0	0	0	0	0	0	1	0	0	0	0	0	1
home_57000.0---work_13200.0	0	0	0	0	0	0	1	0	0	0	0	0	1
home_57000.0---work_15000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57000.0---work_19200.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_57000.0---work_19800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_57000.0---work_20400.0	1	0	0	0	0	1	0	0	0	0	0	0	0
home_57000.0---work_21000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_21600.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_22800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_57000.0---work_2400.0	0	0	0	0	0	0	0	0	0	1	0	0	1
home_57000.0---work_24000.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_57000.0---work_25200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_57000.0---work_25800.0	0	1	0	0	0	0	0	0	0	0	1	0	0
home_57000.0---work_27000.0	0	1	2	0	0	0	1	0	1	0	0	0	0
home_57000.0---work_28200.0	0	0	0	0	0	0	0	0	0	0	0	0	2
home_57000.0---work_29400.0	0	0	0	0	0	0	1	0	0	1	0	0	0
home_57000.0---work_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_30000.0	1	0	0	0	0	0	1	0	0	0	0	0	0
home_57000.0---work_30600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_31200.0	0	0	0	0	1	0	0	0	0	0	0	0	1
home_57000.0---work_31800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_32400.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_33000.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_57000.0---work_33600.0	0	0	1	0	0	0	0	0	1	0	0	1	1
home_57000.0---work_34200.0	0	0	0	1	0	0	1	0	0	0	0	0	0
home_57000.0---work_34800.0	0	0	0	0	1	1	1	1	0	0	0	1	0
home_57000.0---work_35400.0	0	0	0	0	1	2	1	0	0	0	0	0	0
home_57000.0---work_3600.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_36000.0	0	0	0	1	0	0	0	0	0	1	0	0	0
home_57000.0---work_36600.0	0	1	2	2	1	0	0	0	0	0	1	0	1
home_57000.0---work_37200.0	3	3	4	2	2	0	0	0	0	0	0	0	0
home_57000.0---work_37800.0	0	0	3	0	0	0	0	1	0	0	0	0	0
home_57000.0---work_38400.0	0	0	1	1	1	0	0	1	0	0	0	0	0
home_57000.0---work_39000.0	1	0	0	1	1	1	0	0	0	0	0	0	0
home_57000.0---work_39600.0	0	0	0	1	1	0	0	1	0	0	0	0	0
home_57000.0---work_40200.0	0	0	2	2	0	0	0	0	0	0	0	0	0
home_57000.0---work_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57000.0---work_4800.0	0	0	0	0	0	1	1	0	1	0	0	0	1
home_57000.0---work_5400.0	0	0	0	0	2	0	0	0	0	0	0	0	1
home_57000.0---work_7800.0	0	2	0	0	0	0	0	0	1	0	0	0	0
home_57000.0---work_8400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57000.0---work_9000.0	1	1	0	0	0	1	0	0	0	0	0	0	0
home_57600.0---car interaction	237	52	18	5	3	1	2	0	0	0	0	1	0
home_57600.0---leisure_1200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_17400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_57600.0---leisure_1800.0	1	0	0	0	0	0	1	0	0	0	0	0	0
home_57600.0---leisure_2400.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_28800.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_3600.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_57600.0---leisure_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_4800.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_5400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---leisure_600.0	1	3	0	0	3	1	1	0	0	0	0	0	0
home_57600.0---other_1200.0	0	0	0	1	2	0	0	0	0	0	0	0	0
home_57600.0---other_13200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---other_1800.0	1	2	1	0	0	0	1	0	0	0	0	0	0
home_57600.0---other_2400.0	0	1	0	0	0	0	0	0	0	0	1	0	0
home_57600.0---other_600.0	3	2	7	0	1	2	1	0	0	1	1	0	0
home_57600.0---other_6600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---other_7200.0	0	0	0	0	1	0	0	0	0	0	0	0	1
home_57600.0---other_7800.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_57600.0---pt interaction	53	50	32	13	8	0	0	0	0	0	0	0	0
home_57600.0---shopping_1200.0	1	2	2	0	0	0	0	0	0	0	0	0	1
home_57600.0---shopping_16800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57600.0---shopping_1800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_57600.0---shopping_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---shopping_4200.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57600.0---shopping_5400.0	0	0	1	0	0	0	1	0	0	0	0	0	0
home_57600.0---shopping_600.0	1	1	1	0	1	0	0	0	0	0	0	1	0
home_57600.0---work_10800.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57600.0---work_13200.0	0	0	0	0	0	0	0	0	1	1	0	0	0
home_57600.0---work_13800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_57600.0---work_14400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_15000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_15600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57600.0---work_16200.0	0	0	0	0	0	0	0	1	0	1	0	0	0
home_57600.0---work_16800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_17400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_18600.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_57600.0---work_20400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_57600.0---work_21000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_57600.0---work_22200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57600.0---work_23400.0	0	0	0	1	0	0	0	0	0	1	1	0	0
home_57600.0---work_2400.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_24600.0	0	0	0	0	2	1	0	0	0	0	0	0	0
home_57600.0---work_25200.0	0	1	0	0	0	1	0	0	0	0	0	0	0
home_57600.0---work_25800.0	0	0	0	1	0	0	1	0	0	0	0	0	0
home_57600.0---work_26400.0	0	0	0	1	1	0	0	0	0	0	1	0	0
home_57600.0---work_27000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_57600.0---work_27600.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_57600.0---work_29400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57600.0---work_3000.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_30000.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_57600.0---work_30600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_57600.0---work_31800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_57600.0---work_32400.0	0	0	0	0	0	1	0	1	1	1	0	0	0
home_57600.0---work_33000.0	0	0	1	0	1	0	1	0	0	0	0	1	0
home_57600.0---work_33600.0	0	0	2	0	0	2	0	0	1	0	0	1	1
home_57600.0---work_34200.0	0	0	0	1	0	0	0	0	0	0	1	0	0
home_57600.0---work_34800.0	0	0	0	0	0	3	1	0	1	1	0	0	0
home_57600.0---work_35400.0	0	0	1	2	0	0	0	1	0	0	1	0	0
home_57600.0---work_3600.0	0	0	0	0	1	0	0	0	1	0	0	0	1
home_57600.0---work_36000.0	0	1	1	1	1	1	0	0	1	0	0	0	0
home_57600.0---work_36600.0	1	4	3	2	1	0	0	0	0	0	0	0	0
home_57600.0---work_37200.0	0	1	0	2	1	0	0	2	0	0	0	0	0
home_57600.0---work_37800.0	0	0	1	1	0	0	1	0	0	0	0	0	0
home_57600.0---work_38400.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_39000.0	2	1	2	2	0	0	0	0	0	0	0	0	0
home_57600.0---work_39600.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_57600.0---work_4200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_57600.0---work_4800.0	0	0	0	1	0	0	0	1	0	0	0	0	0
home_57600.0---work_5400.0	0	0	0	1	1	1	0	0	0	0	0	0	0
home_57600.0---work_600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_57600.0---work_6000.0	2	1	0	1	1	0	0	0	0	0	0	0	0
home_57600.0---work_6600.0	0	1	0	1	0	0	0	0	0	0	0	1	1
home_57600.0---work_8400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58200.0---car interaction	243	37	10	2	5	2	1	1	0	0	0	0	0
home_58200.0---leisure_10800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---leisure_1200.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---leisure_12000.0	0	1	2	1	0	0	0	0	0	0	0	0	0
home_58200.0---leisure_1800.0	0	0	0	0	0	0	0	1	1	0	0	0	0
home_58200.0---leisure_22200.0	0	0	0	0	0	0	0	0	0	0	0	1	0
home_58200.0---leisure_4200.0	0	0	0	1	0	0	0	0	0	0	0	0	1
home_58200.0---leisure_4800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---leisure_600.0	1	2	0	4	0	0	0	0	0	0	0	0	0
home_58200.0---other_1200.0	0	1	0	1	0	0	0	0	0	0	0	0	0
home_58200.0---other_1800.0	1	0	1	0	1	1	0	0	0	0	0	0	0
home_58200.0---other_21600.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---other_2400.0	1	1	0	0	0	0	0	0	1	0	0	0	0
home_58200.0---other_3000.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_58200.0---other_32400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---other_33000.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_58200.0---other_3600.0	0	0	0	0	0	0	0	1	0	0	0	0	1
home_58200.0---other_4200.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_58200.0---other_600.0	4	3	9	2	2	0	0	0	0	0	0	0	1
home_58200.0---other_6000.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_58200.0---other_7200.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58200.0---other_8400.0	0	0	0	0	1	0	0	0	1	0	0	0	0
home_58200.0---pt interaction	61	77	42	23	4	0	0	0	0	0	0	0	0
home_58200.0---shopping_1200.0	0	0	4	1	0	0	0	0	0	0	0	0	0
home_58200.0---shopping_1800.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---shopping_2400.0	1	1	0	0	1	0	0	0	0	0	0	0	0
home_58200.0---shopping_3000.0	0	0	0	4	0	0	0	0	0	0	0	0	0
home_58200.0---shopping_3600.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58200.0---shopping_4200.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58200.0---shopping_5400.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---shopping_600.0	1	1	3	0	1	0	0	0	0	0	0	0	0
home_58200.0---shopping_8400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_10200.0	1	0	0	0	0	1	0	0	0	0	0	0	0
home_58200.0---work_12000.0	0	0	0	0	0	0	0	0	0	0	0	1	0
home_58200.0---work_12600.0	0	1	0	0	1	0	0	0	0	0	0	0	0
home_58200.0---work_13200.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_14400.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_15600.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_58200.0---work_1800.0	0	0	2	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_18600.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_58200.0---work_20400.0	0	0	0	0	0	1	0	0	0	0	0	1	0
home_58200.0---work_21600.0	0	0	1	0	0	0	0	0	0	0	0	1	0
home_58200.0---work_22200.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_22800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_2400.0	0	2	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_24000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58200.0---work_24600.0	0	0	1	0	0	0	0	0	1	0	0	0	0
home_58200.0---work_25800.0	1	0	0	1	0	0	0	0	0	0	0	0	0
home_58200.0---work_26400.0	0	0	2	1	1	1	0	0	0	0	0	0	0
home_58200.0---work_27000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_27600.0	0	0	0	0	0	0	1	0	0	0	1	0	0
home_58200.0---work_28200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58200.0---work_28800.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58200.0---work_29400.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58200.0---work_30000.0	0	0	2	0	0	1	0	0	0	0	0	1	0
home_58200.0---work_30600.0	0	0	0	0	1	0	0	0	0	0	2	0	0
home_58200.0---work_31200.0	0	0	0	0	0	0	1	1	0	0	1	0	1
home_58200.0---work_31800.0	0	0	0	0	1	0	2	1	1	1	0	0	1
home_58200.0---work_32400.0	0	0	0	0	0	3	3	1	0	0	0	0	0
home_58200.0---work_33000.0	0	0	0	0	1	0	1	0	0	0	1	1	1
home_58200.0---work_33600.0	0	0	0	0	0	1	0	0	0	0	0	1	0
home_58200.0---work_34200.0	0	0	2	0	2	0	0	0	1	0	0	0	0
home_58200.0---work_34800.0	1	0	0	1	1	0	1	0	0	0	1	0	0
home_58200.0---work_35400.0	1	1	1	1	0	0	0	0	0	0	0	0	0
home_58200.0---work_3600.0	0	0	1	0	0	1	0	0	0	0	0	0	0
home_58200.0---work_36000.0	0	1	5	1	3	0	0	1	0	0	0	0	0
home_58200.0---work_36600.0	0	0	2	0	1	0	0	0	0	0	0	0	0
home_58200.0---work_37200.0	0	0	0	0	0	1	0	1	0	0	0	0	0
home_58200.0---work_37800.0	1	2	2	1	1	1	0	0	0	0	0	0	0
home_58200.0---work_38400.0	0	0	0	6	2	0	0	0	0	0	0	0	0
home_58200.0---work_39000.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_58200.0---work_4200.0	0	0	0	2	0	0	1	0	0	0	0	0	0
home_58200.0---work_4800.0	0	0	0	1	0	0	1	0	0	0	0	0	0
home_58200.0---work_5400.0	0	0	0	0	0	0	0	0	0	1	0	0	1
home_58200.0---work_6000.0	0	0	0	0	0	1	0	0	0	0	0	0	1
home_58200.0---work_6600.0	0	0	0	0	0	0	2	1	0	0	0	0	0
home_58200.0---work_7200.0	0	0	0	0	1	0	1	0	0	0	0	0	0
home_58200.0---work_7800.0	0	0	1	1	1	0	0	0	0	0	0	0	0
home_58200.0---work_9000.0	0	0	0	2	0	0	0	0	0	0	0	0	0
home_58200.0---work_9600.0	0	0	0	0	1	0	0	0	0	0	1	0	0
home_58800.0---car interaction	258	45	13	6	5	0	1	0	0	0	0	0	0
home_58800.0---leisure_1200.0	1	0	0	1	0	1	0	0	0	0	0	0	0
home_58800.0---leisure_1800.0	0	2	1	0	0	0	0	0	1	0	0	0	0
home_58800.0---leisure_24600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58800.0---leisure_3000.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---leisure_3600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---leisure_4200.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58800.0---leisure_600.0	2	2	2	2	2	1	0	0	0	0	0	0	0
home_58800.0---leisure_6000.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58800.0---leisure_7200.0	0	1	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---other_10800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_58800.0---other_1200.0	0	1	1	0	2	0	0	0	1	0	0	0	0
home_58800.0---other_22800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58800.0---other_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---other_25800.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---other_3000.0	0	0	0	1	0	0	0	1	0	0	0	0	0
home_58800.0---other_31200.0	0	0	0	0	2	0	0	0	0	0	0	0	0
home_58800.0---other_4200.0	1	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---other_600.0	3	3	4	1	0	0	0	0	0	0	0	0	0
home_58800.0---pt interaction	58	56	36	22	7	0	0	0	0	0	0	0	0
home_58800.0---shopping_1200.0	0	4	1	2	0	0	0	1	0	0	0	0	0
home_58800.0---shopping_16800.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58800.0---shopping_2400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---shopping_3000.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---shopping_5400.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58800.0---shopping_600.0	3	3	0	2	0	0	0	1	0	0	0	0	0
home_58800.0---shopping_9000.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58800.0---work_10800.0	0	0	0	0	1	0	0	0	0	0	0	0	0
home_58800.0---work_11400.0	0	0	0	0	0	0	0	1	1	0	0	0	0
home_58800.0---work_12000.0	1	0	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---work_13800.0	0	0	1	0	0	1	0	0	1	0	0	0	0
home_58800.0---work_14400.0	0	0	0	0	0	1	0	0	0	0	0	0	0
home_58800.0---work_15600.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---work_16200.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_58800.0---work_17400.0	0	0	1	0	0	0	1	0	0	0	0	0	0
home_58800.0---work_1800.0	0	0	1	0	1	0	0	0	0	0	0	0	0
home_58800.0---work_18000.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_58800.0---work_19800.0	0	0	0	0	0	0	0	0	0	0	1	0	0
home_58800.0---work_20400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---work_21000.0	0	0	0	0	0	0	0	1	0	0	0	0	0
home_58800.0---work_22800.0	0	0	0	0	0	0	1	0	0	0	0	0	0
home_58800.0---work_23400.0	0	0	0	1	0	1	0	0	0	0	0	0	0
home_58800.0---work_2400.0	0	0	0	0	0	0	0	2	1	0	0	0	1
home_58800.0---work_24600.0	0	0	0	0	0	0	0	0	1	0	0	0	0
home_58800.0---work_25200.0	0	0	0	0	0	0	0	0	0	1	0	0	0
home_58800.0---work_25800.0	0	0	0	0	0	1	0	0	1	0	0	0	0
home_58800.0---work_26400.0	0	1	0	0	0	0	0	0	0	0	0	0	0
home_58800.0---work_27000.0	0	0	1	0	0	0	0	0	0	0	1	0	1
home_58800.0---work_27600.0	0	0	0	1	0	0	0	0	0	0	0	0	0
home_58800.0---work_28200.0	0	0	0	0	0	0	0	0	0	1	0	0	2
home_58800.0---work_28800.0	0	0	1	0	0	0	0	0	0	0	0	0	0
home_58800.0---work_29400.0	1	0	1	0	1	0	0	0	0	0	0	0	0
home_58800.0---work_3000.0	0	0	1	0	0	1	0	0	0	0	0	0	0
home_58800.0---work_30000.0	0	0	1	1	0	0	0	0	0	0	0	1	1
home_58800.0---work_30600.0	0	0	0	0	0	0	0	0	0	0	0	0	1
home_58800.0---work_31200.0	0	0	0	0	0	1	3	1	0	0	0	0	0
home_58800.0---work_32400.0	0	0	0	1	0	2	2	0	0	0	0	0	0
home_58800.0---work_33000.0	0	0	0	1	0	1	0	0	1	0	0	0	0
home_58800.0---work_33600.0	0	0	0	0	1	1	0	0	0	0	1	0	0
home_58800.0---work_34200.0	0	2	0	0	0	0	0	2	0	0	0	0	0
home_58800.0---work_34800.0	0	1	2	3	3	0	0	0	0	0	0	0	0
